# stan_version_major = 2
# stan_version_minor = 23
# stan_version_patch = 0
# model = linear_regression_907_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /Users/robin/stan-models/linear_regression-907/linear_regression-907.json
# init = 2 (Default)
# random
#   seed = 1728159211 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
# Adaptation terminated
# Step size = 0.431736
# Diagonal elements of inverse mass matrix:
# 30.1401, 0.0357554, 0.00900752
-179.417,0.904294,0.431736,4,15,0,180.703,7.01624,-6.63498,21.8711
-179.314,0.959848,0.431736,2,7,0,179.725,7.27002,-6.67331,22.5568
-182.578,0.501655,0.431736,2,3,0,183.198,10.301,-6.52265,22.9743
-185.045,0.722259,0.431736,2,3,0,185.518,-1.73813,-6.77629,22.4956
-180.698,0.87854,0.431736,2,7,0,186.505,1.03264,-6.62375,24.7375
-181.049,0.767015,0.431736,2,3,0,183.159,6.15968,-6.52572,25.457
-180.885,0.990867,0.431736,4,15,0,181.493,4.50081,-6.7406,25.7007
-181.176,1,0.431736,3,7,0,181.661,5.66811,-6.55467,26.3852
-180.957,0.996154,0.431736,4,15,0,181.308,5.99751,-6.74929,18.6873
-180.778,1,0.431736,3,7,0,181.397,6.58455,-6.62943,18.7167
-179.3,0.961082,0.431736,3,7,0,181.77,9.55371,-6.75366,22.2064
-180.297,0.856331,0.431736,2,7,0,181.512,15.7079,-6.8968,22.242
-181.184,0.91311,0.431736,2,7,0,184.034,5.26215,-6.79821,19.5221
-183.389,0.570248,0.431736,2,3,0,185.532,6.53865,-6.5974,17.1068
-180.011,0.728539,0.431736,3,7,0,184.997,10.4814,-6.91973,23.2763
-179.42,0.999533,0.431736,3,7,0,180.447,10.0769,-6.74414,21.6055
-179.418,0.978842,0.431736,2,7,0,179.878,4.24756,-6.65676,22.3216
-181.7,0.678489,0.431736,2,3,0,182.07,0.474654,-6.71002,21.8145
-181.467,1,0.431736,3,11,0,182.012,12.2294,-6.64554,22.3906
-179.492,0.884934,0.431736,2,3,0,182.529,10.7191,-6.77091,22.759
-179.513,0.995214,0.431736,3,15,0,179.89,2.93335,-6.56028,22.1754
-180.184,0.875447,0.431736,3,7,0,182.026,5.2596,-6.53657,20.4551
-180.297,0.896216,0.431736,3,7,0,181.321,11.7185,-6.71057,21.4422
-180.577,0.987575,0.431736,2,7,0,180.742,4.5073,-6.78318,20.9821
-180.988,1,0.431736,2,7,0,181.851,15.7486,-6.83048,23.7202
-180.189,0.995781,0.431736,3,7,0,181.357,16.0394,-6.96803,22.2519
-179.606,0.905393,0.431736,3,15,0,181.396,5.73042,-6.64926,20.1631
-180.627,0.981363,0.431736,3,15,0,181.054,-0.238136,-6.44556,24.7572
-180.33,0.970891,0.431736,3,7,0,182.37,-0.750757,-6.46412,20.8966
-180.007,0.94594,0.431736,3,11,0,180.985,11.9979,-6.95379,23.0009
-180.875,0.931934,0.431736,3,15,0,181.831,-3.66762,-6.4037,22.4165
-181.526,0.971333,0.431736,3,7,0,182.284,-3.41078,-6.43541,25.4637
-180.011,0.943521,0.431736,3,15,0,182.568,2.67407,-6.58669,19.9904
-179.97,0.738884,0.431736,3,7,0,181.337,3.40626,-6.66624,20.384
-179.735,0.944719,0.431736,4,15,0,180.653,5.50984,-6.68974,24.1012
-179.88,0.988463,0.431736,3,11,0,180.093,6.02826,-6.7448,24.1492
-180.365,0.971516,0.431736,2,3,0,180.476,9.97996,-6.696,24.8866
-179.978,0.98448,0.431736,2,7,0,182.63,7.12631,-6.8116,20.496
-179.653,0.99754,0.431736,3,7,0,182.486,11.8432,-6.8992,21.2167
-181.128,0.986865,0.431736,3,15,0,181.337,-4.44305,-6.33825,23.0676
-180.496,0.785716,0.431736,3,11,0,183.461,12.3807,-6.99771,23.7259
-181.146,0.842654,0.431736,2,3,0,183.292,17.9304,-6.9726,24.6051
-182.53,0.866652,0.431736,3,7,0,183.488,17.9268,-6.88578,26.5989
-181.628,0.941414,0.431736,4,15,0,184.097,12.8802,-6.8976,27.3109
-180.268,0.988537,0.431736,3,7,0,181.942,14.6111,-6.92995,24.2218
-180.865,0.961104,0.431736,3,7,0,181.144,17.1054,-6.94423,24.2324
-181.649,0.876205,0.431736,3,11,0,183.175,5.77736,-6.82582,19.1887
-180.109,1,0.431736,2,3,0,181.607,5.87496,-6.75643,19.9153
-179.915,0.975358,0.431736,3,15,0,181.892,1.68618,-6.48154,23.0056
-180.58,0.970799,0.431736,2,5,0,182.542,-1.8657,-6.37242,22.1902
-182.712,0.918264,0.431736,2,3,0,183.015,-5.16727,-6.27055,19.7635
-182.682,0.926182,0.431736,3,7,0,183.724,-5.20835,-6.39098,19.6597
-181.663,1,0.431736,3,15,0,183.76,-5.25932,-6.33741,21.099
-182.265,0.919564,0.431736,3,7,0,183.281,-1.86088,-6.24884,25.1852
-181.026,1,0.431736,2,3,0,182.183,-3.71186,-6.37296,23.8771
-181.104,0.986151,0.431736,2,3,0,181.216,-3.06656,-6.3303,24.0498
-180.759,0.979319,0.431736,3,7,0,181.883,-2.12896,-6.44179,24.2856
-180.455,0.946266,0.431736,4,15,0,182.066,13.638,-7.00148,24.085
-181.55,0.77048,0.431736,3,7,0,182.992,16.0919,-7.09096,25.6409
-181.057,1,0.431736,2,3,0,181.662,15.4491,-7.00229,25.6213
-179.707,1,0.431736,3,7,0,181.08,13.2863,-6.92051,21.8412
-179.887,0.92179,0.431736,2,3,0,180.168,13.6971,-6.84548,21.7016
-179.368,0.997685,0.431736,2,7,0,180.521,7.04579,-6.76392,22.1073
-183.394,0.431746,0.431736,2,7,0,186.143,0.170582,-6.7904,24.3769
-180.726,0.996808,0.431736,2,7,0,186.262,8.98343,-6.64126,19.5497
-180.975,0.956053,0.431736,2,3,0,181.331,6.15491,-6.83264,19.9271
-180.725,0.972378,0.431736,3,7,0,182.05,7.75024,-6.54231,21.7528
-180.232,0.960902,0.431736,2,7,0,181.377,7.20107,-6.86067,21.907
-179.721,0.999111,0.431736,3,7,0,180.464,6.96792,-6.80199,21.2439
-181.141,0.819343,0.431736,2,7,0,183.057,2.84137,-6.44033,25.497
-180.176,0.977889,0.431736,3,7,0,181.375,-0.0502954,-6.54708,23.1539
-179.6,0.932892,0.431736,2,7,0,180.83,2.49494,-6.6042,21.8866
-180.818,0.755181,0.431736,3,15,0,182.543,2.02738,-6.61407,19.2332
-181.394,0.979953,0.431736,2,3,0,181.9,2.64376,-6.56658,18.3378
-181.634,0.882336,0.431736,4,15,0,182.145,11.007,-6.74028,27.2658
-180.527,0.978171,0.431736,3,7,0,182.114,11.9134,-6.74962,19.8991
-180.207,1,0.431736,3,7,0,180.753,9.30965,-6.91597,21.6456
-180.509,0.998705,0.431736,3,7,0,181.752,14.8899,-6.88694,24.5195
-180.512,0.902514,0.431736,2,7,0,182.866,5.23384,-6.81896,22.4885
-180.121,0.99123,0.431736,3,7,0,181.154,13.8214,-6.91297,20.3134
-183.095,0.736388,0.431736,2,3,0,183.772,16.3566,-7.14413,19.1687
-179.433,1,0.431736,3,7,0,183.018,11.0284,-6.7986,22.5075
-180.619,0.839148,0.431736,2,7,0,181.455,4.3339,-6.77441,24.1514
-179.652,0.925219,0.431736,3,7,0,181.283,3.20207,-6.55438,20.8687
-181.181,0.693009,0.431736,2,3,0,182.245,3.43834,-6.45542,19.6823
-180.342,1,0.431736,2,3,0,181.204,3.89423,-6.50814,20.0975
-184.237,0.549095,0.431736,2,3,0,186.224,0.965062,-6.68875,17.8625
-182.515,0.980234,0.431736,3,11,0,185.731,11.3044,-6.87901,28.711
-181.079,0.922957,0.431736,2,7,0,185.268,9.23777,-6.90356,25.8503
-179.941,0.99163,0.431736,3,7,0,182.093,4.95979,-6.76315,22.4296
-179.304,0.986968,0.431736,2,7,0,181.49,8.18914,-6.75066,20.9666
-179.598,0.873617,0.431736,2,7,0,180.151,6.23331,-6.77105,22.2712
-180.739,0.989764,0.431736,3,7,0,181.211,3.94851,-6.68628,19.0996
-180.018,0.926095,0.431736,3,7,0,182.28,2.2604,-6.50829,20.4318
-179.58,0.993281,0.431736,3,15,0,180.685,8.19555,-6.75207,20.1185
-179.334,0.999899,0.431736,3,15,0,179.771,4.49266,-6.61756,21.7682
-179.319,0.993923,0.431736,3,11,0,179.583,10.1958,-6.78438,22.1612
-179.513,0.930458,0.431736,2,3,0,179.76,11.2839,-6.78368,21.5903
-179.558,0.989817,0.431736,3,15,0,180.316,5.92874,-6.60484,20.8991
-180.432,0.909131,0.431736,4,15,0,180.82,15.7567,-6.88925,23.2318
-180.311,1,0.431736,2,3,0,180.5,15.7989,-6.91515,23.175
-180.558,0.954238,0.431736,1,1,0,180.596,16.3406,-6.90778,23.3045
-180.27,0.995137,0.431736,3,15,0,180.877,14.843,-6.91912,24.0818
-181.147,0.993587,0.431736,3,7,0,181.498,17.0939,-7.07671,20.4707
-180.038,0.834917,0.431736,4,15,0,183.331,5.39747,-6.67569,24.8761
-180.288,0.997392,0.431736,3,7,0,180.593,3.80827,-6.56771,25.1155
-179.958,0.996424,0.431736,3,7,0,180.778,3.21926,-6.55441,20.0581
-180.3,0.961639,0.431736,3,11,0,181.802,16.4519,-6.97296,22.6673
-180.414,0.867593,0.431736,3,11,0,183.462,5.45943,-6.81054,23.4824
-181.191,0.996075,0.431736,3,11,0,181.904,0.667527,-6.33713,22.488
-181.524,0.834927,0.431736,3,7,0,183.018,1.56987,-6.73159,21.0837
-180.211,0.987229,0.431736,3,11,0,181.927,0.446278,-6.54543,23.9193
-184.364,0.429684,0.431736,1,3,0,184.934,-3.3188,-6.6989,23.8331
-181.747,0.966763,0.431736,2,7,0,184.773,8.28416,-6.50666,21.6091
-180.345,1,0.431736,2,3,0,181.536,6.36016,-6.52925,21.5129
-180.261,0.997577,0.431736,3,15,0,180.797,4.98481,-6.74552,20.0365
-180.601,0.976528,0.431736,3,7,0,183.273,13.9413,-6.82076,24.6466
-180.689,0.983621,0.431736,4,15,0,181.246,13.8279,-7.03282,24.0483
-181.134,0.994765,0.431736,2,7,0,182.056,16.4447,-7.11278,23.915
-186.32,0.751219,0.431736,3,7,0,187.123,21.7967,-7.47979,23.4568
-183.959,1,0.431736,3,7,0,186.123,27.006,-7.30093,23.9161
-181.393,0.987853,0.431736,3,7,0,186.132,16.493,-6.95194,26.0318
-181.119,0.992994,0.431736,4,15,0,181.788,16.3077,-7.02938,25.4305
-180.858,0.991913,0.431736,3,7,0,181.695,18.1963,-7.08981,22.7744
-180.8,0.909157,0.431736,3,7,0,182.025,12.5473,-7.01453,20.7545
-179.361,1,0.431736,3,11,0,181.095,4.84367,-6.65589,22.5971
-179.662,0.968686,0.431736,3,11,0,179.993,8.93841,-6.73284,23.9736
-181.297,0.732172,0.431736,2,3,0,181.994,8.83255,-6.55452,24.4706
-180.293,1,0.431736,3,7,0,181.443,5.21968,-6.66003,25.4103
-182.045,0.975095,0.431736,3,15,0,184.202,17.0197,-7.04767,27.0054
-181.664,0.982127,0.431736,2,3,0,182.369,15.5278,-7.06897,26.1603
-181.284,0.985497,0.431736,2,3,0,181.885,17.1889,-7.03018,25.5687
-180.666,0.967691,0.431736,3,15,0,182.295,11.2836,-6.76898,19.107
-182.883,0.960352,0.431736,2,3,0,183.334,13.3506,-6.9833,17.8099
-180.123,0.978916,0.431736,3,7,0,184.518,15.4,-6.98598,21.7419
-179.927,0.896808,0.431736,3,7,0,180.703,13.906,-6.9694,22.0655
-181.681,0.93892,0.431736,3,7,0,182.655,15.3805,-6.95635,18.7331
-180.721,0.851578,0.431736,4,15,0,182.528,3.13658,-6.48286,19.6879
-180.514,0.984094,0.431736,4,15,0,181.329,9.58744,-6.86136,25.4334
-180.831,0.946567,0.431736,2,7,0,182.94,11.4348,-6.77098,18.9659
-182.024,0.971255,0.431736,4,15,0,183.356,7.46862,-6.63601,28.0214
-181.243,0.986336,0.431736,3,7,0,182.764,1.01508,-6.51573,18.795
-180.259,1,0.431736,3,7,0,181.79,1.02197,-6.49727,24.3938
-183.336,0.936813,0.431736,3,7,0,183.763,-1.47464,-6.42728,17.7932
-186.589,0.417154,0.431736,2,3,0,189.772,-3.00666,-6.34485,16.639
-180.714,1,0.431736,2,3,0,186.95,-1.76054,-6.40586,20.7503
-180.083,0.924263,0.431736,4,15,0,181.272,-0.377678,-6.46726,22.7832
-180.213,0.990983,0.431736,3,7,0,180.832,1.69043,-6.53677,19.928
-180.125,0.95176,0.431736,3,7,0,181.132,1.76248,-6.58101,24.2679
-181.833,0.863419,0.431736,3,7,0,182.197,-4.05272,-6.51888,22.76
-180.79,0.704941,0.431736,2,3,0,183.464,1.05753,-6.37287,22.3072
-179.845,1,0.431736,4,15,0,180.981,7.59178,-6.61176,21.0653
-179.592,0.98116,0.431736,3,15,0,180.408,2.6602,-6.57246,21.1877
-182.068,0.695632,0.431736,3,15,0,183.176,17.7941,-6.84796,21.7876
-182.271,0.974699,0.431736,2,3,0,182.723,10.1597,-7.04646,21.331
-180.325,0.842092,0.431736,2,3,0,184.109,15.6322,-7.02618,21.7473
-181.361,0.803868,0.431736,3,7,0,183.03,11.7647,-7.03502,24.672
-179.939,0.951587,0.431736,4,15,0,181.845,13.7937,-6.93336,20.904
-180.771,0.774231,0.431736,3,15,0,181.906,2.39714,-6.72885,21.6916
-185.047,0.283629,0.431736,1,1,0,185.177,-0.810505,-6.78999,21.2941
-181.998,1,0.431736,2,3,0,184.378,8.22837,-6.48512,22.4964
-179.45,1,0.431736,2,3,0,181.958,4.37406,-6.57502,21.8237
-181.302,0.782688,0.431736,2,3,0,181.761,-1.32646,-6.60391,21.646
-181.766,1,0.431736,2,3,0,182.115,0.537397,-6.30672,21.7718
-179.989,0.993304,0.431736,3,15,0,183.192,11.3007,-6.91841,20.6141
-179.481,1,0.431736,3,7,0,180.222,8.49116,-6.69244,20.8425
-181.963,0.848571,0.431736,3,7,0,182.285,13.0715,-7.04733,26.5046
-184.78,0.991587,0.431736,3,7,0,186.436,20.9011,-7.18011,30.0761
-182.256,0.996658,0.431736,4,15,0,186.235,8.40071,-6.72113,17.4218
-180.024,1,0.431736,2,3,0,182.349,5.59872,-6.67716,19.4298
-179.933,0.994656,0.431736,3,7,0,180.334,4.20326,-6.60626,19.7633
-180.335,0.670259,0.431736,3,7,0,181.661,4.8027,-6.75465,24.3784
-181.976,0.922258,0.431736,3,7,0,182.423,11.393,-6.66036,26.6288
-180.467,0.935096,0.431736,2,7,0,183.562,6.93769,-6.8708,22.3886
-180.858,0.99375,0.431736,3,11,0,181.132,-0.279748,-6.62674,22.6819
-179.791,0.990332,0.431736,2,3,0,180.792,2.18972,-6.49403,22.4289
-179.555,0.974376,0.431736,2,7,0,180.401,4.15538,-6.6855,22.0127
-181.84,0.918886,0.431736,3,7,0,182.65,16.6904,-6.96113,19.0256
-182.152,0.960753,0.431736,3,7,0,183.205,11.3752,-6.95845,18.3988
-180.799,1,0.431736,2,3,0,181.992,11.3609,-6.88988,18.9376
-179.98,0.640255,0.431736,2,3,0,182.544,8.88904,-6.84778,20.1792
-179.919,0.866948,0.431736,3,11,0,181.97,1.1649,-6.57275,21.2136
-179.432,0.884218,0.431736,3,7,0,180.606,10.3871,-6.82752,22.8666
-180.811,0.865432,0.431736,4,15,0,182.803,0.961718,-6.37006,22.2176
-181.388,0.580284,0.431736,3,11,0,184.982,16.1011,-6.8332,24.7006
-180.955,0.975575,0.431736,3,7,0,182.203,13.8214,-6.73809,22.5712
-180.206,0.965218,0.431736,2,7,0,184.299,9.35141,-6.67044,24.4477
-179.907,0.920111,0.431736,2,7,0,181.402,6.9857,-6.81594,21.0149
-179.301,0.998837,0.431736,3,7,0,180.114,6.75053,-6.74061,21.8923
-179.9,0.969575,0.431736,3,7,0,180.145,2.28906,-6.49416,23.216
-179.806,0.996167,0.431736,3,7,0,180.316,4.75418,-6.67915,24.0975
-179.803,0.982423,0.431736,4,15,0,180.256,5.59364,-6.70167,19.9219
-180.304,0.852985,0.431736,1,1,0,180.33,4.51094,-6.7214,19.8514
-180.674,0.876982,0.431736,3,7,0,181.522,6.14194,-6.57463,25.5427
-180.649,0.964643,0.431736,3,7,0,181.146,1.95783,-6.67154,24.5075
-181.04,0.994892,0.431736,4,15,0,181.566,-2.49785,-6.50804,21.2918
-181.39,0.986521,0.431736,2,3,0,181.644,0.458088,-6.32874,21.6279
-179.579,1,0.431736,3,11,0,182.044,3.0267,-6.63311,21.9396
-179.823,0.984083,0.431736,2,5,0,180.34,2.23876,-6.55215,23.6308
-179.331,0.99404,0.431736,2,7,0,180.277,6.72444,-6.67939,20.8743
-179.688,0.944806,0.431736,3,7,0,182.428,11.8082,-6.88106,23.3518
-179.962,0.983573,0.431736,3,7,0,180.178,13.2872,-6.96726,21.5604
-179.962,0.24417,0.431736,2,3,0,184.985,13.2872,-6.96726,21.5604
-180.092,0.997866,0.431736,3,7,0,180.404,14.0501,-6.96255,20.8378
-179.504,0.995182,0.431736,4,15,0,180.232,7.6769,-6.75614,23.5177
-181.539,0.896267,0.431736,3,7,0,182.886,11.2006,-6.95551,26.615
-180.426,0.929099,0.431736,4,15,0,183.946,4.17484,-6.70219,25.0858
-179.37,0.982495,0.431736,2,7,0,181.815,8.00652,-6.68174,21.2534
-179.376,0.971283,0.431736,2,7,0,179.61,6.92017,-6.74368,21.0104
-179.392,0.957038,0.431736,2,3,0,179.686,7.79856,-6.75669,20.7282
-180.965,0.836702,0.431736,3,7,0,181.304,17.1475,-6.89748,23.1465
-180.188,0.998548,0.431736,3,11,0,181.509,6.19711,-6.8253,22.7455
-182.797,0.931415,0.431736,2,7,0,183.164,9.68101,-6.63307,18.089
-181.288,0.991464,0.431736,3,15,0,183.473,3.40847,-6.53579,26.787
-180.158,0.988767,0.431736,3,15,0,182.441,13.6437,-6.99845,21.8147
-180.225,0.967007,0.431736,3,15,0,181.225,13.1463,-6.94997,24.2665
-180.342,0.88303,0.431736,2,3,0,181.383,14.7663,-6.9692,24.2335
-180.371,0.990062,0.431736,3,7,0,181.531,16.3011,-7.02907,22.7777
-180.443,0.803915,0.431736,4,15,0,182.247,13.1149,-6.93372,24.9861
-179.554,0.995191,0.431736,4,15,0,181.096,6.54248,-6.66615,20.2371
-180.29,0.942155,0.431736,2,7,0,183.148,-1.02207,-6.42037,22.8191
-180.101,0.994822,0.431736,3,15,0,180.843,14.7701,-6.93883,20.9019
-179.824,0.979114,0.431736,3,7,0,180.831,10.0201,-6.84081,24.1352
-179.643,0.958898,0.431736,2,7,0,181.09,8.45539,-6.83989,22.639
-179.522,0.996787,0.431736,2,7,0,180.125,8.39339,-6.82665,21.7336
-179.429,0.941634,0.431736,2,3,0,180.059,8.85104,-6.8225,22.3286
-179.855,0.934954,0.431736,2,7,0,180.903,7.50406,-6.82668,21.0061
-179.679,0.992945,0.431736,2,7,0,180.267,9.99858,-6.70583,22.804
-179.496,0.919061,0.431736,2,7,0,181.097,7.6773,-6.80099,21.5107
-180.638,0.785911,0.431736,1,3,0,180.717,5.86176,-6.84491,21.7621
-179.422,0.90632,0.431736,2,7,0,181.659,10.0753,-6.75904,22.7676
-179.58,0.987023,0.431736,3,11,0,180.754,7.86137,-6.68582,23.6721
-179.62,0.986567,0.431736,3,7,0,179.759,7.3562,-6.65169,20.4752
-182.409,0.696218,0.431736,4,15,0,184.03,-4.85794,-6.45232,20.3636
-181.486,1,0.431736,4,15,0,183.059,-2.68564,-6.26967,22.5457
-181.425,0.937935,0.431736,3,7,0,182.238,-3.96133,-6.28434,21.7191
-180.924,0.996007,0.431736,3,7,0,181.762,-3.58368,-6.37961,23.5365
-181.023,0.885399,0.431736,4,15,0,183.251,-2.08287,-6.47599,20.3338
-180.438,0.856353,0.431736,3,11,0,184.796,14.5918,-6.97926,20.268
-182.934,0.436302,0.431736,2,3,0,183.796,17.8628,-6.82995,20.6797
-183.185,1,0.431736,3,15,0,184.782,7.54989,-6.92443,18.6544
-181.544,1,0.431736,3,7,0,183.39,11,-6.74614,27.1681
-181.078,0.87117,0.431736,3,7,0,183.067,4.16699,-6.81394,21.772
-182.561,0.660372,0.431736,1,1,0,182.908,3.6204,-6.8678,21.873
-185.197,0.725747,0.431736,2,3,0,186.7,13.5247,-6.52357,24.8586
-180.222,1,0.431736,2,3,0,185.463,10.5105,-6.76262,25.0476
-181.468,0.975643,0.431736,2,7,0,182.394,5.80194,-6.63494,27.3876
-179.523,0.996528,0.431736,3,7,0,181.964,11.929,-6.8429,21.2971
-182.039,0.475143,0.431736,2,3,0,184.957,13.3715,-6.73354,19.3675
-180.65,0.971664,0.431736,2,3,0,182.418,6.52578,-6.79303,19.3364
-179.612,0.897717,0.431736,3,7,0,181.393,8.69776,-6.66496,21.4108
-179.699,0.992934,0.431736,4,15,0,181.248,13.3553,-6.87032,22.3263
-181.172,0.831011,0.431736,3,7,0,183.17,5.87291,-6.57332,18.6954
-179.626,0.973077,0.431736,3,15,0,182.543,12.2035,-6.90944,21.9166
-179.598,0.994919,0.431736,3,7,0,180.106,10.2747,-6.84104,23.4454
-180.681,0.866596,0.431736,2,7,0,181.619,14.6903,-6.81668,21.0466
-180.681,0.601349,0.431736,2,7,0,184.366,14.6903,-6.81668,21.0466
-179.76,0.999101,0.431736,4,15,0,181.478,4.14051,-6.6909,23.3564
-180.578,0.904901,0.431736,2,3,0,181.2,3.32763,-6.46175,24.3565
-179.762,0.991397,0.431736,2,7,0,182.094,6.14936,-6.78054,22.882
-180.52,0.77025,0.431736,2,7,0,184.281,7.40269,-6.59627,25.001
-180.702,0.956941,0.431736,4,15,0,181.521,3.1706,-6.71936,20.2266
-181.119,0.995088,0.431736,2,7,0,182.316,5.48765,-6.49192,25.2273
-181.111,0.990588,0.431736,4,15,0,181.583,10.5529,-6.96203,19.8789
-180.737,0.972572,0.431736,3,15,0,182.251,14.7397,-7.06827,23.118
-182.448,0.987865,0.431736,3,7,0,183.216,22.6351,-7.25081,23.3048
-180.794,0.990738,0.431736,3,7,0,183.152,17.2382,-7.0335,20.8217
-181.675,0.917025,0.431736,3,15,0,183.002,17.3355,-7.08243,26.0253
-184.667,0.770235,0.431736,2,3,0,185.138,24.203,-6.99045,24.7749
-183.494,0.982173,0.431736,2,7,0,186.306,5.04653,-6.96151,24.7577
-181.969,1,0.431736,1,1,0,183.336,5.96165,-6.91382,24.6748
-179.671,0.977379,0.431736,3,11,0,183.157,3.98125,-6.58894,23.6567
-179.763,0.996808,0.431736,2,3,0,179.802,3.70573,-6.55918,23.6901
-180.276,0.963184,0.431736,4,15,0,180.637,4.76445,-6.54205,19.8997
-181.231,0.980408,0.431736,3,7,0,182.66,-3.51807,-6.35588,20.7912
-180.397,0.815616,0.431736,3,11,0,182.45,5.51714,-6.79549,24.1351
-179.494,1,0.431736,2,3,0,180.393,9.19998,-6.76509,23.5086
-179.597,0.989008,0.431736,3,15,0,179.687,10.4461,-6.76625,23.416
-179.625,0.982077,0.431736,3,15,0,180.073,8.14467,-6.77249,23.8712
-180.347,0.925509,0.431736,4,15,0,181.053,14.5285,-6.84781,20.9207
-179.654,0.991045,0.431736,4,15,0,180.834,8.56504,-6.65935,21.2043
-179.652,0.972664,0.431736,2,7,0,180.788,6.87955,-6.72823,20.0318
-179.313,0.949795,0.431736,2,7,0,181.919,6.56849,-6.73689,22.004
-179.797,0.937141,0.431736,2,7,0,180.043,6.79213,-6.81125,21.8503
-181.948,0.770561,0.431736,2,3,0,182.316,13.1448,-6.65275,23.5503
-182.492,0.893002,0.431736,2,7,0,184.114,3.60234,-6.82803,26.3786
-180.496,0.970617,0.431736,3,15,0,183.429,5.26777,-6.49607,23.6827
-180.681,0.936005,0.431736,3,15,0,182.603,4.26078,-6.68592,19.0329
-181.193,0.982241,0.431736,3,15,0,183.531,19.738,-7.09442,22.6024
-181.749,0.90523,0.431736,3,7,0,182.665,17.4702,-7.14024,20.559
-182.465,0.923895,0.431736,2,3,0,182.925,20.0482,-7.01024,20.1142
-180.846,1,0.431736,2,3,0,182.397,13.4241,-7.02444,20.4739
-180.972,0.956545,0.431736,2,3,0,181.869,18.0349,-7.03121,20.9063
-179.843,0.992382,0.431736,3,15,0,181.854,3.13795,-6.50031,21.5198
-180.105,0.952384,0.431736,2,7,0,180.802,1.09465,-6.444,22.8664
-180.882,0.972801,0.431736,2,3,0,180.934,-3.38568,-6.44376,22.5439
-183.643,0.616748,0.431736,3,15,0,186.398,10.4869,-6.56744,19.1673
-180.018,1,0.431736,3,15,0,183.588,14.3724,-6.949,23.374
-179.97,0.950335,0.431736,2,7,0,180.443,14.1002,-6.85553,22.6667
-181.282,0.727408,0.431736,2,3,0,182.685,15.5479,-6.79609,23.7979
-181.48,0.978287,0.431736,3,7,0,181.812,7.41142,-6.50724,20.7913
-180.521,1,0.431736,2,3,0,181.581,5.90492,-6.53245,20.2979
-181.729,0.665,0.431736,1,1,0,181.984,6.91739,-6.48622,20.5701
-181.471,0.983814,0.431736,3,15,0,182.68,2.08752,-6.74677,24.6831
-180.992,0.988901,0.431736,2,7,0,182.251,12.5209,-6.6888,21.7776
-180.502,0.792452,0.431736,2,7,0,185.71,11.8664,-6.9979,21.6941
-183.541,0.812299,0.431736,3,7,0,184.099,13.0039,-7.14207,27.2245
-182.391,0.952148,0.431736,2,3,0,184.237,15.9728,-7.03169,27.7716
-183.871,0.954359,0.431736,1,3,0,184.654,16.2815,-7.07014,29.7126
-181.987,0.970273,0.431736,2,7,0,185.001,18.3877,-6.92436,25.6333
-182.723,0.975634,0.431736,3,15,0,184.345,-1.69789,-6.22846,21.1879
-183.297,0.730814,0.431736,4,15,0,186.239,-8.41532,-6.39184,23.8277
-185.394,0.981382,0.431736,4,15,0,188.732,18.6965,-7.26887,30.0373
-183.143,0.934049,0.431736,2,3,0,186.466,17.2345,-7.09576,28.4736
-181.813,1,0.431736,2,3,0,183.288,14.7766,-6.99116,27.1331
-181.365,0.984715,0.431736,2,3,0,182.1,12.2465,-6.96149,26.471
-182.794,0.921653,0.431736,3,7,0,184.333,5.98799,-6.54408,17.7993
-183.752,0.969181,0.431736,2,3,0,184.423,2.48382,-6.67882,17.3357
-180.532,1,0.431736,2,3,0,184.106,10.8552,-6.69796,20.0678
-180.291,0.996123,0.431736,2,3,0,181.067,8.2536,-6.80573,19.3052
-180.405,0.942731,0.431736,4,15,0,180.886,11.2548,-6.77204,19.3974
-181.009,0.800778,0.431736,2,3,0,181.487,8.20506,-6.88113,19.5551
-179.795,0.650175,0.431736,2,3,0,182.959,11.8956,-6.89883,20.6447
-179.727,0.957644,0.431736,2,3,0,179.994,12.713,-6.84689,20.9771
-180.566,0.990648,0.431736,3,7,0,180.863,16.4061,-7.02282,23.9318
-181.111,0.947338,0.431736,3,15,0,181.995,15.6643,-6.90585,19.6444
-182.887,0.790756,0.431736,3,9,0,184.432,0.483407,-6.63441,28.3372
-180.018,1,0.431736,3,7,0,183.81,9.1545,-6.69553,24.482
-180.114,0.996597,0.431736,2,3,0,180.325,6.93257,-6.78377,24.634
